identifier_file,title,host_title,abstract,date_text,date_key,date_qualifier,collection,collection_identifier,extent,form,genre,language,name,name_role,publisher,place_of_origin,subject_geographic 1,subject_geographic 2,subject_geographic 3,subject_name 1,digital_origin,subject_name 2,subject_name 3,subject_name 4,subject_name 5,subject_topical 1,subject_topical 2,subject_topical 3,subject_topical 4,project_title,repository,rights,public_note,item_type
0012_003707_000137,"Welcome, y'all!",Florida Times-Union,"Standing on a podium with the Olympic flame, a Confederate colonel wearing a 1996 medal and soccer shoes draped by the laces over his arm welcomes the audience to the Atlanta Olympic Games.",copyright 1990,1990,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),Editorial cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Atlanta (Ga.),,,Confederate States of America,reformatted digital,"Olympic Games (26th : 1996 : Atlanta, Ga.)",,,,"United States--History--Civil War, 1861-1865",Olympics,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000138,East European Building Blocks,Florida Times-Union,"A baby with a five o'clock shadow, a cigar, and a Soviet Union symbol tattoo tries to create a tower of building blocks spelling ""Democracy. He has forgotten to begin the tower with the letter Y at the bottom.",copyright 1990,1990,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 14 inches,cartoons (humorous images),World politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),"Europe, Eastern",,,,reformatted digital,,,,,New democracies,Revolutions,Former communist countries,Fall of communism,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000139,Darling...I think we should think about getting a summer place...like Poland...and later Hungary...even France!,Florida Times-Union,"A just married couple, representing East and West Germany, depart for their honeymoon after their wedding. Guests in attendance include French President François Mitterrand, British Prime Minister Margaret Thatcher, Soviet Union leader Mikhail Gorbachev, and U.S. President George H. W. Bush.",copyright 1990,1990,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),World politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Germany,,,"Bush, George, 1924-",reformatted digital,"Thatcher, Margaret","Gorbachev, Mikhail Sergeevich, 1931-","Mitterrand, François, 1916-1996",,"Germany--History--Unification, 1990",Weddings,Fall of communism,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000140,"Oh, I wouldn't be too concerned about the shoes, old chap...you can grow into them!",Florida Times-Union,"British Prime Minister John Major wears previous prime minister Margaret Thatcher's shoes, which are very oversized. A man carrying a Thatcherism briefcase informs Major he will grow into them.",copyright 1990,1990,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),World politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Great Britain,London (England),,"Major, John Roy, 1943-",reformatted digital,Conservative Party (Great Britain),,,,Great Britain. Parliament--Elections,Great Britain--Politics and government--1979-1997,Prime ministers--Great Britain,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000141,"We're going to release you, Nelson! Remember...we're still in charge!!",Florida Times-Union,"South African State President F. W. de Klerk and another South African man release anti-apartheid revolutionary Nelson Mandela from his jail cell. The South African man, wearing safari garb, cowers behind de Klerk. Only Mandela's oversized legs and feet are depicted in the frame.",copyright 1990,1990,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 16 inches,cartoons (humorous images),World politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),South Africa,,,"Mandela, Nelson, 1918-2013",reformatted digital,"De Klerk, F. W. (Frederik Willem)",,,,Imprisonment,Apartheid,Anti-apartheid movements,South Africa--Politics and government--1948-1994,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000142,Hostages! Take one!,Florida Times-Union,"Uncle Sam encounters a carrot labeled ""Hostages"" dangling on a stick. The stick leads to an open manhole whose cover reads ""Iran."" Bones are scattered around the manhole.",copyright 1990,1990,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 13 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,Iran,,,reformatted digital,,,,,Uncle Sam (Symbolic character),Hostage negotiations,Hostages,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000143,"You're in big trouble now, Saddam...We've agreed to impose economic sanctions on you!!!",Florida Times-Union,"George H. W. Bush, Mikhail Gorbachev, and representatives from Europe and Asia are tied to a pile of oil barrels. Iraqi President Saddam Hussein holds a torch to a path of gun powder leading to the oil barrels. Two Middle Eastern men cower in fear.",copyright 1990,1990,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 14 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Iraq,Middle East,,"Bush, George, 1924-",reformatted digital,"Gorbachev, Mikhail Sergeevich, 1931-",,,,Gasoline industry,Petroleum industry and trade,International trade,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000144,Hi...I'm ready to go to work!,Florida Times-Union,"A young man approaches an employment office line and declares he is ready to go to work. The line consists of laid off workers representing companies and industries such as GM, IBM, Xerox, banking, defense, and military.",copyright 1991,1991,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 14 inches,cartoons (humorous images),United States--Economic conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,General Motors Corporation,reformatted digital,International Business Machines Corporation,Xerox Corporation,,,United States--Economic conditions--1981-2001,Unemployment,College graduates,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000145,New World Order Arms Market,Florida Times-Union,"Several Middle Easterners go shopping in an international military equipment market that sells missiles, jet bombers, anti-aircraft artillery, and tanks. Uncle Sam accepts the shoppers' large sacks of money as the cashier.",copyright 1991,1991,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 14 inches,cartoons (humorous images),War--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,Middle East,,,reformatted digital,,,,,Uncle Sam (Symbolic character),"Persian Gulf War, 1991",Military supplies,International trade,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000146,"Quagmire...Quagmire...Oh, here it is, Sam...but it doesn't say anything about me replacing you!",Florida Times-Union,"U.S. soldier Uncle Sam stands waist-deep in quicksand and carries a Kurdish man on his back. A man wearing a UN top hat reads from a New World Order manual, trying to find a solution for being stuck in a quagmire. A sign nearby reads ""Iraq.""",copyright 1991,1991,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 14 inches,cartoons (humorous images),War--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Iraq,,,United Nations,reformatted digital,United States. Armed Forces,,,,"Iraq--History--Kurdish Uprising, 1991","Persian Gulf War, 1991",Uncle Sam (Symbolic character),,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000147,"Oh, no...Where did he come from?!",Florida Times-Union,"An eagle carrying a dollar bill in her beak finds a large baby bird in her nest called ""Soviets."" He overcrowds the nest already filled with other baby birds with names such as ""Poland,"" ""Israel,"" ""Egypt,"" and ""Kurds.""",copyright 1991,1991,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,International relations,United States--Foreign relations--Middle East,United States--Foreign relations--Soviet Union,"United States--Foreign relations--Europe, Eastern",Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000148,We're saved...it's Stormin' Norman!!,Florida Times-Union,"Gen. Norman Schwarzkopf pushes open a door labeled ""Kuwait,"" crushing an Iraqi soldier against a wall. A Middle Eastern man cries out that ""Stormin' Norman"" has arrived to save everyone.",copyright 1991,1991,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 12.5 inches,cartoons (humorous images),War--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Kuwait,,,"Schwarzkopf, H. Norman, 1934-2012",reformatted digital,United States. Armed Forces,,,,United States--Foreign relations--Middle East,"Persian Gulf War, 1991",,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000149,We'll be with you in a minute!,Florida Times-Union,"Secretary of State James Baker holds back President George H. W. Bush as he fights with Israeli Prime Minister Yitzhak Shamir. Meanwhile, two Arab men wait at a Mid-East Peace Talks table.",copyright 1991,1991,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Middle East,Israel,,"Baker, James Addison, 1930-",reformatted digital,"Bush, George, 1924-","Shamir, Itzhak, 1915-2012",,,United States--Foreign relations--Middle East,United States--Foreign relations--Israel,Negotiation,"Middle East Peace Conference (1991 : Madrid, Spain)",Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000150,And I just put my foot down and did a little hard balling!,Florida Times-Union,President George H. W. Bush leaves with a trade delegation with a box of trade promises from Japan. Secretary of State James Baker notices a trail of papers exiting the bottom of the box.,copyright 1991,1991,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Japan,,,"Baker, James Addison, 1930-",reformatted digital,"Bush, George, 1924-",,,,Negotiation,International trade,United States--Foreign relations--Japan,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000151,"Shortness of breath, irregular heart rhythm...When did you first notice chest pains?",Florida Times-Union,"A doctor checks Uncle Sam's heartbeat during a medical examination. A nurse stands behind the doctor holding a syringe. When asked when symptoms started, Uncle Sam answers ""After President Bush was hospitalized and they started talking about Quayle!""",copyright 1991,1991,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,Uncle Sam (Symbolic character),Medical examinations,Presidents--Succession,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000152,We've spent billions on this! So why are we wasting these?,Florida Times-Union,An image of a nuclear bomb and a young U.S. soldier illustrates the question of why the U.S. spends billions on nuclear weapons yet still sends soldiers to war.,copyright 1991,1991,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),War--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,United States. Armed Forces,reformatted digital,,,,,Nuclear weapons,Government spending policy,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000153,Stack them in the back and put it on my tab!,Florida Times-Union,"Uncle Sam delivers a shipment of Patriot missiles to a Saudi Arabian man with a tent. A piece of paper on the ground nearby reads ""Desert Storm Bills.""",copyright 1991,1991,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 14 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Saudi Arabia,,,,reformatted digital,,,,,Uncle Sam (Symbolic character),Guided missiles,International trade,United States--Foreign relations--Saudi Arabia,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000154,The check is in the mail!,Florida Times-Union,"When President George H. W. Bush tries to collect pledges for Desert Shield-Storm, a group of international representatives inform him a check is in the mail. A man representing Congress tells the president that was what the group said last month.",copyright 1991,1991,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 14.5 inches,cartoons (humorous images),War--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Bush, George, 1924-",reformatted digital,United States. Congress,,,,"Operation Desert Shield, 1990-1991","Persian Gulf War, 1991",United States--Foreign relations--Middle East,United States--Foreign relations--Asia,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000155,Sorry...we can't get involved...we've got a presidential race to cover!,Florida Times-Union,"Uncle Sam gets mugged by thugs representing a health care crisis, a budget deficit, and jobs. A reporter and a cameraman dig through a Media Issues trashcan nearby, revealing papers on scandal and dirt.",copyright 1992,1992,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,Mugging,Uncle Sam (Symbolic character),Presidents--United States--Election,Reporters and reporting,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000156,Maybe they'll come back when he officially decides to run!?,Florida Times-Union,Presidential candidates George H. W. Bush and Bill Clinton stand at podiums as undeclared candidate Ross Perot is swarmed by supporters.,copyright 1992,1992,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 14 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Perot, H. Ross, 1930-",reformatted digital,"Bush, George, 1924-","Clinton, Bill, 1946-",,,Presidents--United States--Election,Political campaigns--United States,Primaries,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000157,Darn...I thought I was going to get to call my own plays!,Florida Times-Union,"Democratic candidate Bill Clinton, dressed in a football uniform, is swarmed by several coaches with each having his or her own gameplan. The coaches represent liberals, women's groups, unions, lawyers, and minorities.",copyright 1992,1992,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 14 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Clinton, Bill, 1946-",reformatted digital,,,,,Presidents--United States--Election,Political campaigns--United States,Football,Public interest lobbying,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000158,Bill Clinton reaches a confusing fork in the road,Florida Times-Union,"Bill Clinton and Uncle Sam reach a fork in the road in a pick-up truck. Several signs regarding foreign relations point one way, while ""The Economy, Stupid!"" points in the other direction.",copyright 1992,1992,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 14 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,"Clinton, Bill, 1946-",reformatted digital,,,,,Uncle Sam (Symbolic character),International relations,United States--Economic conditions--1981-2001,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000159,GOP Unity,Florida Times-Union,"George H. W. Bush holds two elephants' tails, resulting in him being suspended above a platform labeled ""GOP United."" The elephants are labeled ""Pro-Choice"" and ""Pro-Life.""",copyright 1992,1992,exact,Ed Gamble Cartoon Collection,MS.3763,10 inches by 13 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Bush, George, 1924-",reformatted digital,Republican Party (U.S. : 1854- ),,,,Pro-life movement,Pro-choice movement,Republican elephant (Symbolic character),Circus,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000160,These hallowed halls just won't be the same anymore...It's beginning to look like...like...uh...America?,Florida Times-Union,"Four newly elected senators, including three women and a man wearing Native American garb, walk into the U.S. Senate. A senator nearby looks intimidated by the new arrivals, while the other senator appears unperturbed.",copyright 1992,1992,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,"Murray, Patty, 1950-",reformatted digital,"Moseley-Braun, Carol, 1947-","Feinstein, Dianne, 1933-","Campbell, Ben Nighthorse, 1933-",United States. Congress. Senate,United States. Congress--Elections,Women--Political activity,Indians of North America,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000161,"Something is wrong, sir...Our radar shows Antarctica has disappeared!!",Florida Times-Union,"A penguin swelters in the heat under an umbrella in a lawn chair. He shares the last bit of ice floe with a sign saying ""Save the ozone layer!"" A ship floats away in the distance.",copyright 1992,1992,exact,Ed Gamble Cartoon Collection,MS.3763,10.5 inches by 14 inches,cartoons (humorous images),Editorial cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Antarctica,,,,reformatted digital,,,,,Animals--Effect of global warming on,Climatic changes,Penguins,Ozone layer depletion,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000162,Unemployed and college grad cross paths in the desert,Florida Times-Union,An unemployed man holding classifieds crosses paths with a college graduate carrying a job market report in the desert.,copyright 1992,1992,exact,Ed Gamble Cartoon Collection,MS.3763,10 inches by 13.5 inches,cartoons (humorous images),United States--Economic conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,Unemployment,United States--Economic conditions--1981-2001,College graduates,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000163,Uh...could somebody show me how to spell?,Florida Times-Union,"A representative from Planned Parenthood and a representative from the school board argue as to how to teach teenagers about sex. A student behind them has misspelled ""sex education"" on the blackboard.",copyright 1992,1992,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),United States--Social conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,Planned Parenthood Federation of America,reformatted digital,,,,,Education,Sex instruction,High schools--United States,United States--Social conditions--1980-,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000164,"America, Race Relations, and Mob Violence",Florida Times-Union,"Uncle Sam lays sprawled on the sidewalk in front of a burning storefront called ""America."" Further down the street gathers a group labeled ""mob violence."" Several other buildings in the scene are on fire, evoking imagery from the 1992 Los Angeles riots.",copyright 1992,1992,exact,Ed Gamble Cartoon Collection,MS.3763,10 inches by 13.5 inches,cartoons (humorous images),United States--Social conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,Los Angeles (Calif.),,,reformatted digital,,,,,Uncle Sam (Symbolic character),"Rodney King Riots, Los Angeles, Calif., 1992",Race relations,Race riots,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000165,"Well, the good news is...Democracy seems to have taken hold!!",Florida Times-Union,Two representatives from the West and IMF observe the Russian Parliament members fighting with each other and with Russian President Boris Yeltsin.,copyright 1992,1992,exact,Ed Gamble Cartoon Collection,MS.3763,10 inches by 13 inches,cartoons (humorous images),World politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Russia,,,International Monetary Fund,reformatted digital,"Yeltsin, Boris Nikolayevich, 1931-2007",,,,Russia--Politics and government,Russia (Federation)--Economic policy--1991-,"Russia (Federation)--History--October Crisis, 1993",,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000166,NAFTA Divorce Court,Florida Times-Union,President Bill Clinton and a large woman representing Labor fight over the Democratic donkey representing Congress in a custody battle outside of divorce court.,copyright 1993,1993,exact,Ed Gamble Cartoon Collection,MS.3763,10 inches by 14 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Clinton, Bill, 1946-",reformatted digital,Democratic National Committee (U.S.),North American Free Trade Agreement (1992 December 17),,,Divorce,Trials (Custody of children),Democratic donkey (Symbolic character),,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000167,Justice in Wonderland!,Florida Times-Union,"Set in Alice in Wonderland at a tea party, the Mad Hatter sentences truck driver Reginald Denny, represented as Alice, to a two and a half year sentence for inciting thugs to kill him. Newspapers on the table reference other legal battles related to the 1992 Los Angeles riots.",copyright 1993,1993,exact,Ed Gamble Cartoon Collection,MS.3763,9 inches by 13 inches,cartoons (humorous images),United States--Social conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Denny, Reginald",reformatted digital,Alice (Fictitious character from Carroll),,,,"Rodney King Riots, Los Angeles, Calif., 1992",Trials,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000168,It cost a billion dollars to fix this $2 billion telescope! What are they looking for out there?,Florida Times-Union,"Two astronauts repair the Hubble telescope in space. When one asks what the telescope is looking for, the other responds it is searching for the billion dollar Mars Observer that was missing since the summer.",copyright 1993,1993,exact,Ed Gamble Cartoon Collection,MS.3763,10 inches by 14 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Earth (Planet),Outer space,,United States. National Aeronautics and Space Administration,reformatted digital,Hubble Space Telescope (Spacecraft),Mars Observer (Spacecraft),,,Government spending policy,Outer space--Exploration,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000169,"But I'm only here for one day, son!",Florida Times-Union,President Bill Clinton sits in a confessional box wanting to share his list of broken promises with Pope John Paul II. The Pope reminds Clinton that he will only be there for one day.,copyright 1993,1993,exact,Ed Gamble Cartoon Collection,MS.3763,9 inches by 13 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Clinton, Bill, 1946-",reformatted digital,"John Paul II, Pope, 1920-2005",,,,Papal visits,Confession (Prayer),,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000170,"Attention, criminals...We just banned those assault weapons you're using!",Florida Times-Union,Two members of Congress hide around a corner of a building to announce with a bullhorn that Congress had just banned assault weapons. Two other Congressmen run in fear toward the Capitol building in the background.,copyright 1993,1993,exact,Ed Gamble Cartoon Collection,MS.3763,10 inches by 13 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,United States. Congress,reformatted digital,,,,,Assault weapons,Assault weapons--Law and legislation,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000171,To dream the impossible dream,Florida Times-Union,"President Bill Clinton, dressed as Don Quixote, and Vice President Al Gore, dressed as Sancho Panza, ride on donkeys. A windmill labeled ""The Deficit"" sits on a hill in the background. Gore sings a line from ""The Impossible Dream"" from the musical ""Man of La Mancha.""",copyright 1993,1993,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Clinton, Bill, 1946-",reformatted digital,"Gore, Al, 1948-",,,,Budget deficits,Don Quixote (Fictitious character),"Panza, Sancho (Fictitious character)",,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000172,"Of course we'll rebuild here...as long as there is a FEMA to bail us out, we still have our California dream!!",Florida Times-Union,A man assures his wife that they will rebuild their house on the side of a cliff because of FEMA bailouts. The cliff is surrounded by huge tidal waves and a towering wall of fire.,copyright 1993,1993,exact,Ed Gamble Cartoon Collection,MS.3763,9 inches by 12.5 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),California,,,United States. Federal Emergency Management Agency,reformatted digital,,,,,Wildfires,Buildings--Natural disaster effects,Government aid,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
